Sample ID: CS9-1a   Date/Time: Jun 08 2021 09:40,,,,,,,,,,,
Weight(g)=0.0   Core_A=0   Core_P=0   Dip_A=0   Dip_P=0   Overturn?: N   Hinge_A=0   Hinge_P=0   Decl=0.0,,,,,,,,,,,
Notes: ,,,,,,,,,,,
,,,,,,,,,,,
DEMAG,CD,CI,M,X,Y,Z,S/D,S/H,Orientation,Date&Time,
540,68.7,8.5,5.66E-06,2.04E-06,5.22E-06,8.35E-07,8.34E+00,0,T_4MR_T+Z-Z,15-Jun, 2021 10:41
540,65.3,-19.4,5.51E-06,2.18E-06,4.72E-06,-1.83E-06,1.48E+01,0,T_4MR_T+Z-Z,15-Jun, 2021 10:44
540,68.3,-24.3,5.49E-06,1.85E-06,4.65E-06,-2.26E-06,5.54E+00,0,T_4MR_T+Z-Z,15-Jun, 2021 10:46
550,117.6,32.9,4.76E-06,-1.85E-06,3.54E-06,2.59E-06,9.42E+00,0,T_4MR_T+Z-Z,16-Jun, 2021 12:12
550,98.8,0.3,2.77E-06,-4.22E-07,2.73E-06,1.55E-08,1.10E-01,0,T_4MR_T+Z-Z,16-Jun, 2021 12:13
550,94.2,-12.8,2.90E-06,-2.10E-07,2.82E-06,-6.42E-07,1.16E+00,0,T_4MR_T+Z-Z,16-Jun, 2021 12:15
560,41.5,1.7,1.57E-06,1.18E-06,1.04E-06,4.53E-08,9.79E+00,0,T_4MR_T+Z-Z,17-Jun, 2021 10:14
560,9.8,-64.7,3.77E-06,1.59E-06,2.75E-07,-3.41E-06,1.05E+00,0,T_4MR_T+Z-Z,17-Jun, 2021 10:17
560,2.9,-70.2,4.49E-06,1.52E-06,7.61E-08,-4.22E-06,2.50E-01,0,T_4MR_T+Z-Z,17-Jun, 2021 10:20
565,350.4,-26.2,3.64E-06,3.22E-06,-5.44E-07,-1.61E-06,1.83E+00,0,T_4MR_T+Z-Z,18-Jun, 2021 09:41
565,335.2,-44.7,4.53E-06,2.92E-06,-1.35E-06,-3.18E-06,1.61E+01,0,T_4MR_T+Z-Z,18-Jun, 2021 09:42
565,328.6,-42.5,4.24E-06,2.67E-06,-1.63E-06,-2.86E-06,7.17E+00,0,T_4MR_T+Z-Z,18-Jun, 2021 09:43
568,285.7,0.2,3.53E-06,9.58E-07,-3.40E-06,1.29E-08,1.84E-01,0,T_4MR_T+Z-Z,21-Jun, 2021 10:47
568,288.2,-11.9,3.76E-06,1.15E-06,-3.50E-06,-7.75E-07,2.31E+01,0,T_4MR_T+Z-Z,21-Jun, 2021 10:48
568,278.1,-27.6,4.58E-06,5.75E-07,-4.02E-06,-2.12E-06,5.39E+00,0,T_4MR_T+Z-Z,21-Jun, 2021 10:50
574,199.9,17.4,7.90E-06,-7.09E-06,-2.56E-06,2.37E-06,1.70E+01,0,T_4MR_T+Z-Z,8-Jul, 2021 14:18
574,202.3,2.1,7.70E-06,-7.12E-06,-2.92E-06,2.88E-07,1.01E+00,0,T_4MR_T+Z-Z,8-Jul, 2021 14:19
574,158.2,44.3,8.75E-06,-5.82E-06,2.33E-06,6.11E-06,2.44E+01,0,T_4MR_T+Z-Z,8-Jul, 2021 15:09
